date,company,state,zip,product,sub_product,issue,sub_issue,consumer_complaint,company_response,tags,submitted_via,company_response_to_consumer,timely_response,consumer_disputed,ID
1/5/16,"SELECT PORTFOLIO SERVICING, INC.",TN,371XX,Mortgage,Conventional fixed mortgage,Settlement process and costs,,"This is yet another complaint in a series of many I have filed against Select Portfolio Services : I exercised my right of rescission on a cash out refinance that SPS tried to call a simple modification ... my basis was I was never given any RESPA documents ( HUD 1, TIL, right of rescission, etc ) so therefore my right to rescind was 3 years. In Case # XXXX SPS acknowledged that XXXX XXXX ( the original lender ) paid off my XXXX mortgage with XXXX XXXX. The fact the the XXXX mortgage was paid off made the "" modification '' an actual cash out refinance loan ; they ( SPS ) admitted paying off the XXXX mtg yet they claim it does n't count as a cash out refinance?!? It was obviously a cash out refinance, despite the fact that they do n't want it to be a cash out refinance.",Company believes it acted appropriately as authorized by contract or law,,Web,Closed with explanation,Yes,Yes,1726706
3/21/17,"Todd, Bremer & Lawson, Inc.",MN,551XX,Debt collection,"Other (i.e. phone, health club, etc.)",False statements or representation,Attempted to collect wrong amount,Debt collection agency is adding a additional 25 % in fees to balance owed to XXXX,,,Web,Closed with explanation,Yes,No,2395061
3/8/12,OCWEN LOAN SERVICING LLC,VA,20117,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",,,,,Web,Closed without relief,Yes,No,32273
8/23/16,Eastern Asset Services LLC,NY,124XX,Debt collection,Credit card,Improper contact or sharing of info,Talked to a third party about my debt,XXXX from Eastern Asset Serv called my husbands Ex wife of 20+ years and told her all of our account information including the amount of the debt. We have no affilitation with my husbands ex wife and this debt collector told her everything.,Company believes the complaint is the result of a misunderstanding,,Web,Closed with explanation,Yes,No,2075802
4/5/18,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",PA,194XX,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Old information reappears or never goes away,The first delinquency date for XXXX XXXX is reported as XX/XX/XXXX on my Transunion Credit Report. This account first became delinquent in XX/XX/XXXX and was transferred to collections in XX/XX/XXXX. This account is more than 7 years old and is not compliant with the 7 year statue of limitations for how long an account can report on credit per fair credit reporting act. This creditor has illegally extended the statue of limitations on the reporting of this account from the first delinquency date and this account should be deleted from my credit report.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,,Web,Closed with explanation,Yes,N/A,2865967
9/20/16,"MOUNTAIN WEST FINANCIAL, INC.",CA,934XX,Mortgage,Conventional fixed mortgage,Credit decision / Underwriting,,"Rec 'd a notice on my door that had my mortgage name on it. It said to call number. I called number and got Mt West Financial. My mortgage company is XXXX so I hung up and called XXXX. XXXX said my account was in good standing and said that Mountain West Financial is an affiliated company with them. So, I called XXXX, the number on the card and proceeded to try to confirm information. They kept asking for more. I did give them the last XXXX of my son 's ss # ( I am an authorized caller on account ) and now I am worried that this is not a real company but a scam. I told them that I would not give anymore information and that if they needed information they should write a formal letter. 
I am afraid I gave them too much as it is. I called XXXX again to confirm that Mt West is affiliated and this time the CSR said "" No ''. I would like to request that the information that Mt West Financial ( at XXXX ) obtained from us be expunged from their records due to the fact that I believe that information was extracted under false pretenses.",,,Web,Closed with explanation,Yes,No,2120374
12/27/14,"HCFS Health Care Financial Services, Inc.",MA,2130,Consumer Loan,Installment loan,Managing the loan or lease,,,,,Web,Closed with explanation,Yes,No,1171893
1/27/15,ENCORE CAPITAL GROUP INC.,OR,97756,Debt collection,I do not know,Disclosure verification of debt,Not given enough info to verify debt,,,,Web,Closed with explanation,Yes,Yes,1211224
1/18/16,OCWEN LOAN SERVICING LLC,MD,21222,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,,,,Web,Closed with explanation,Yes,No,1746635
3/11/14,Southwest Business Corporation,AE,9114,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,,Web,Closed with explanation,Yes,No,755687
4/5/14,"I.C. System, Inc.",NY,10033,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,,,,Referral,Closed with explanation,Yes,No,795227
1/19/12,BARCLAYS BANK DELAWARE,NJ,7083,Credit card,,Billing disputes,,,,,Web,Closed without relief,Yes,No,14967
9/4/12,"BANK OF AMERICA, NATIONAL ASSOCIATION",NY,12009,Credit card,,Credit reporting,,,,Older American,Web,Closed with non-monetary relief,Yes,No,146367
11/30/16,FIRST NATIONAL BANK OF PENNSYLVANIA,PA,19533,Bank account or service,Checking account,Deposits and withdrawals,,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,,Phone,Closed with explanation,Yes,No,2228860
6/5/12,U.S. BANCORP,CA,92376,Bank account or service,Checking account,"Account opening, closing, or management",,,,,Web,Closed with explanation,Yes,No,94798
1/29/16,AllianceOne Recievables Management,GA,30445,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,,Fax,Closed with explanation,Yes,No,1764800
11/14/14,NAVY FEDERAL CREDIT UNION,VA,23851,Bank account or service,Other bank product/service,"Account opening, closing, or management",,,,,Phone,Closed with explanation,Yes,No,1118354
11/27/13,CAPITAL ONE FINANCIAL CORPORATION,MD,21222,Consumer Loan,Vehicle loan,Managing the loan or lease,,,,,Web,Closed with explanation,Yes,Yes,615473
5/18/12,"BANK OF AMERICA, NATIONAL ASSOCIATION",CA,95377,Mortgage,Second mortgage,"Loan servicing, payments, escrow account",,,,,Referral,Closed with non-monetary relief,Yes,No,83554
10/7/15,"Navient Solutions, LLC.",NY,10453,Debt collection,Federal student loan,Disclosure verification of debt,Not given enough info to verify debt,,Company chooses not to provide a public response,,Postal mail,Closed with explanation,Yes,No,1597080
10/22/14,"CITIBANK, N.A.",DE,19701,Credit card,,Customer service / Customer relations,,,,,Web,Closed with explanation,Yes,No,1081232
7/28/16,AMERICAN HONDA FINANCE CORP,GA,30080,Consumer Loan,Vehicle loan,Problems when you are unable to pay,,,,,Web,Closed with explanation,Yes,Yes,2034316
4/19/17,JPMORGAN CHASE & CO.,NY,10037,Bank account or service,Checking account,Deposits and withdrawals,,,,,Phone,Closed with explanation,Yes,No,2443138
1/7/14,"Navient Solutions, LLC.",VA,23224,Student loan,Non-federal student loan,Dealing with my lender or servicer,Keep getting calls about my loan,,,,Web,Closed with explanation,Yes,Yes,657325
7/2/12,"CITIBANK, N.A.",MA,1907,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",,,,,Web,Closed with monetary relief,Yes,No,111180
4/15/14,WELLS FARGO & COMPANY,MD,21237,Bank account or service,Other bank product/service,"Account opening, closing, or management",,,,,Web,Closed with explanation,Yes,No,810146
10/22/14,U.S. BANCORP,PA,15217,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,,Phone,Closed with explanation,Yes,No,1082385
1/13/15,SYNCHRONY FINANCIAL,AR,72404,Consumer Loan,Installment loan,Managing the loan or lease,,,,,Web,Closed with explanation,Yes,Yes,1197625
4/15/14,"Navient Solutions, LLC.",IL,60625,Student loan,Non-federal student loan,Dealing with my lender or servicer,Trouble with how payments are handled,,,,Web,Closed with explanation,Yes,Yes,810270
8/17/15,"EQUIFAX, INC.",OH,45714,Credit reporting,,Incorrect information on credit report,Information is not mine,,,,Postal mail,Closed with explanation,Yes,No,1522954
7/5/16,JPMORGAN CHASE & CO.,NY,105XX,Mortgage,Home equity loan or line of credit,"Loan modification,collection,foreclosure",,"Complaint against Chase - servicer abuse. 
There is not one point of contact for this account. 
On XXXX XXXX, 2016 our attorney stated he spoke with XXXX XXXX ( XXXX? ) who sent a letter from XXXX, XXXX and told him she was reviewing the file and would get back to him in a couple of weeks. 
On XXXX XXXX, 2016 our Attorney was given the names of XXXX XXXX, phone # XXXX x XXXX and XXXX XXXX, phone # XXXX XXXX as the contacts to call to make arrangements to pay on a trial payment plan. We were told to call these people to go through with a trial modification before XX/XX/XXXX. 
However, a letter had been sent by me to Chase, Attention XXXX XXXX on XXXX XXXX, 2016 and again on XXXX XXXX, 2016 in XXXX, XXXX, stating that we had not requested such a plan, with a copy to the Chase office in XXXX, XXXX at XXXX XXXX XXXX. We cited the Complaint # XXXX sent to the CFPB on XXXX XXXX, 2016, which outlined our serious concerns with the terms and conditions of the proposed payment plan, and other requirements designed to waive our basic rights to due process, which were deemed unconscionable. 
On XXXX XXXX, 2016, I called XXXX XXXX who was not available so I left a message. I then called XXXX XXXX at XXXX.who also was not available, but after a holding period, XXXX XXXX came on the line. She was not familiar with the status of the account and put me on hold again to review. She came back on the line and asked if I wanted to make a payment. I told her I had questions regarding the terms, e.g. how is the payment amount determined ; what is the payment applied to ; how is the modification amount determined ; is a title search done ; are we eligible for loss mitigation, none of which she was able to answer. She gave me the following address to send a dispute : Chase ( Mail Code ( XXXX ), XXXX XXXX XXXX, XXXX, XXXX XXXX, XXXX XXXX. She told me that XXXX XXXX was not in XXXX but was in XXXX. She told me that XXXX XXXX 'could not handle everything ' because there were 'other departments involved '. She was aware that another office in XXXX, XXXX has sent other communications to us. I told her I had previously sent a dispute to both XXXX and XXXX ; she said that the department for disputes is in XXXX. XXXX XXXX thanked me for the opportunity to 'provide excellent customer service '. 
I faxed the dispute to XXXX on XXXX XXXX, which had previously been sent to XXXX XXXX and the XXXX office and the CFPB XX/XX/XXXX. XXXX",,Older American,Web,Closed with explanation,Yes,Yes,1997662
5/25/16,SYNCHRONY FINANCIAL,VA,23112,Bank account or service,Other bank product/service,"Making/receiving payments, sending money",,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,,Phone,Closed with explanation,Yes,No,1940977
